"filename","nome","titolo","anno","chunk","DIL"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Perché il tempo passa cosí rapido?Quello che noi lasciamo indietro è sempre il meglio, anche quando è il dolore. La donna si era insensibilmente assimilata al ritmo e alla qualità della sua giornaliera fatica. Come se andasse e venisse con le spolette d'acciaio: come se accordasse le pulsazioni del cuore e dei polsi a quelle dei licci, dei brancali, delle leve, di quei piccoli e silenziosi bracci di macchina che sembrano moncherini dal gesto tragicamente preciso.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non poteva piú immaginare la propria vita senza rotar di cinghioni sul capo, polvere di lana e odor d'olio rancido in gola, e l'amicizia rumorosa, cordiale dei compagni di fabbrica. I figliuoli crescevano. Francesco, già a bottega, dimostrava felicissime attitudini alla meccanica e portava a casa un piccolo guadagno.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Leonardo, nervoso, concentrato, intelligente, con la snella ossatura e la maschera energica della madre, s'era messo in testa di studiare, di divenir qualcuno; ed era entrato nelle scuole normali col sussidio governativo, dando lezioni per comperarsi i libri. Nel temperamento eccitabile, nell'ambizione repressa, nella fantasia di quel suo fanciullo Feliciana si riconosceva; cosí come vedeva riprodotta, nella robusta serenità di Francesco, la miglior parte di sé, l'ottimismo invincibile. La continuavano.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Era certa di trovare un giorno, in loro, il riposo. Ebbe un periodo di crisi, fra i quarantacinque e i cinquant'anni. Non le sembrava piú d'esser lei.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Stanchezze improvvise l'abbattevano sul lavoro: insonnie aspre d'arsura, agitate da confusi incubi, la tenevan desta durante le lunghe notti, lasciandola, verso l'alba, e proprio quando doveva levarsi per correre all'officina, disfatta come un cencio. Cosa che non le era mai accaduta prima, e che l'opprimeva di vergogna, non poteva fissare gli occhi sulle larghe spalle o sulle massicce collottole de' suoi compagni, senza sentirsene la carne turbata da brividi. Mani invisibili, ma delle quali aveva profonda la sensazione, le scorrevano lungo il corpo, gonfiato e appesantito da un misterioso travaglio interiore.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Soffriva. Scoppi di dissonanze isteriche partivano da lei, fino allora cosí uguale e serena. Si stringeva talvolta, perdutamente, ai figli, ormai pezzi di giovanotti, respirando con affannosa delizia il profumo di quelle fresche forze.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Si sorprese, una notte, nel buio, a rimpiangere di non avere, qualche anno prima, accettato per secondo marito Gianni Forgia, il capotessitore, che per amor di lei si sarebbe volentieri sobbarcato anche il carico dei ragazzi. Lo capiva: le era necessario un uomo, la sua carezza e il suo pugno, la sua protezione e il suo dominio. Ma gli uomini non la guardavano piú: ella era giunta all'età in cui la donna, viva tuttora nella sua carne, non desta piú il desiderio.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","A poco a poco le insonnie cessarono, il sangue si calmò, i nervi si distesero in un opaco equilibrio, una rilassatezza giallognola fiaccò i muscoli del corpo e del volto – e Feliciana fu vecchia. Vecchia; ma non invalida. Per dieci anni ancóra il grande viale suburbano che conduceva alla fabbrica vide, piú rapida il mattino, piú lenta la sera, la piccolissima figurina avvolta nello scialle nero, con la nuda testa d'argento, con la bocca pronta al frizzo, all'affettuoso richiamo, al gaio ritornello, fra le schiere dei camerati.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Solo quando una sciatica l'ebbe inchiodata, tra febbri e spasimi, all'ospedale, e ridotta da non poter quasi piú reggersi in piedi, Feliciana abdicò. Senza un soldo di pensione, povera in canna, ma lieta e fiduciosa come san Francesco, disse a' suoi figli, aprendo le braccia in croce: — Eccomi. Ho finito.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Adesso tocca a voi. * Francesco, il primogenito, le rispose: — Vieni con me. Era buono, Francesco; e guadagnava piú di cinque franchi al giorno, in una fabbrica d'automobili.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non eran piú i tempi nei quali Feliciana ringraziava Iddio di poter mantenere i bambini col lusso – nientemeno – di due lire la giornata; ma tutto costava il triplo: pigione, carne, legumi. E non era piú libero, Francesco: aveva preso moglie: una sartina biondiccia, belloccia, energica, che lavorava in casa. Le stanze eran tre: la madre dovette rassegnarsi a dormire in cucina, su una branda, dietro un paravento di cartone: poichè la cosidetta sala, attigua alla camera nuziale, serviva da laboratorio a Teresella durante il giorno, e da tinello la sera.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","La cucinetta puzzava d'acquaio e di rinchiuso: l'unica sua finestrella a vetri smerigliati si schiudeva su una specie di pozzo-cortile, oscuro e sgretolato come lo sfogo di un carcere. Nel vecchio corpo indebolito, il giovine cuore d'allodola di Feliciana si strinse. Ella ripensò al vaso di geranio scarlatto sul balcone dell'alto nido pieno di sole ove s'era covati i suoi figli.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Ora, in presenza di quell'estranea, di quella nuora dagli occhi taglienti e dalla faccia lentigginosa, sentiva bene di non essere a casa propria, sentiva bene che il figliuolo non era piú suo. Aiutava, come poteva, umilmente: rifacendo i letti, riordinando le stanze, rigovernando le stoviglie. Avrebbe anche voluto cucire e far da mangiare, canticchiando le sue canzoni; ma venticinque anni d'opificio e dieta a pane, latte e polenta avevano ridotte a zero le sue abilità nell'ago e sui fornelli; e i malumori di Teresella, sempre furibonda contro il rincaro dei viveri e la pretenziosa grettezza delle clienti, le strozzavano il ritornello in gola.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Povera donna! Non poteva vincere, dentro di sé, la penosa impressione di essere, nella casa del suo primogenito, quasi una serva – certo una tollerata. Ma Leonardo, dal grosso borgo dove aveva ottenuto un posto di maestro comunale, le scriveva: «Pazienza, mammetta!","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Presto vivrai con noi!… …Noi. Anch'egli non era piú solo. La solita commedia: matrimonio immaturo, capitombolo dell'ambizione nel sentimento: il giovine poeta pallido d'estri e di sogni, costretto a concorrere col diploma d'onore ad una scuoletta di campagna, pur di trovar da vivere: il «colpo di fulmine» pei riccioli neri ed il fiorito linguaggio della collega maestrina: molti contrasti, molta retorica, una capanna ed il tuo cuore, i versi messi a dormire in un cassetto, l'uomo legato per la vita al bisogno quotidiano, con la catena da lui stesso ribadita al piede.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Ma Tittí compiva i quattordici mesi, Tittí cominciava a camminare sulle incerte gambucce un po' storte; e Leonardo aveva riscritto alla mamma: «Veniamo a prenderti, vivrai con noi». Senza dolore ella lasciò la cucinetta al quarto piano e le acri querimonie di Teresella, per andare a divenir la bambinaia di Tittí. Dio benedetto mille e mille volte!","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","C'era ancora qualcuno al mondo, al quale poteva essere necessaria! Ebbe una cameruccia, questa volta, con la culla di Tittí accanto al letto. Si svegliava spesso, la bimba, durante la notte; e bisognava lasciar riposare tranquilla la nuora, che per ragioni d'economia non aveva voluto rinunciare all'impiego.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","A Feliciana parve di ringiovanire, di rivivere i tempi lontani, in cui Francesco e Leonardo erano stati nient'altro che due batuffoli di carne morbida e rosea, tutti suoi. Aveva posto qualche vaso di cinerarie e di garofano sul davanzale della finestra; la finestra s'apriva su campi e su cieli; Tittí balbettava le prime confuse parolucce; la vita era buona, il Signore era giusto. Ma dopo Tittí venne Totò, e dopo Totò venne Bebé.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Malgrado la retorica chiaro-di-luna, il poeta rientrato e la maestrina agrodolce e nervosa dimostravan d'essere prosaicamente prolifici. Due parti immaturi finirono col rovinar del tutto il già sfasciato organismo della giovine donna, e le impedirono di continuare la scuola. A trentacinque anni ella era irriconoscibile, vittima d'una di quelle forme di squilibrio, che l'infermità dell'utero ingenera in tante disgraziate.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Nella stretta casa le sei creature vivevano a ridosso, in promiscuità: urli di bambini, manesche collere della madre agitata dalla nevrosi, sfoghi di bile e crisi di misantropia dell'uomo sovraccarico di lavoro e di pesi morali: – e Feliciana, là in mezzo, viveva ancóra. La morte l'aveva dimenticata. Non possedeva di suo che il letto e un attaccapanni: il resto le era stato preso dai ragazzi.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Quasi le mancavano i metri cubi d'aria necessari al respiro. Grandi e piccoli, con la prepotenza della loro rabbiosa vitalità, la serravano in una cerchia asfissiante, la spingevano involontariamente in là, su que' suoi passi barcollanti, che intralciavano i giochi di Totò e le capriole di Bebé. Mangiava, adesso, a parte, in una scodella speciale, zuppe di latte e di brodo, quantunque, coll'età, fosse divenuta golosissima della carne e dei legumi: ciò, da quando s'era accorta che la nuora le contava i bocconi in bocca, e che il faticoso masticar delle sue gengive vuote di denti dava nausea alla donna, divenuta un solo nervo spasmodico.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Aveva oltrepassato i settantacinque, s'avvicinava all'ottantina. Il curvo scheletro del suo corpo, ricoperto di pelle accapponata, conservava, in quella lenta mummificazione, un sangue ancor rosso, un cuore ancor valido, un cervello ancor vigile, un desiderio ancóra appassionato d'esistere. Il tenace strumento d'attività ch'ella era stata, l'antica Feliciana padrona del mondo davanti ad un telaio in moto, tentava a volte di far rifiorire, sulle labbra incartapecorite della larva superstite, brani di allegre ariette; ma la voce non teneva piú la nota, si spezzava a metà, in un tremante miagolio.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Tra lo sfacelo, la sola fronte era rimasta incolume, senza una ruga, statuaria nel duro disegno quadrato. La luce di quell'anima coraggiosa s'era raccolta tutta nella fronte. Ma, se il sonno veniva a chiudere gli occhi impalliditi, e il capo si lasciava cadere ciondoloni su una spalla, allora il volto, nel rilassamento dei muscoli, diveniva terribile.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Dalla bocca storta e rientrante colava, alternato al respiro, un fischio unito ad un filo di bava: la fronte enorme schiacciava la parte inferiore della tragica faccia, carica di tutti gli anni vissuti, di tutte le fatiche affrontate, le battaglie vinte, le umiliazioni sofferte: il color terreo ad ombre verdastre, unito all'assenza dello sguardo, faceva pensare al cadavere. Ma il sonno dei vecchi è ingannevole. Somiglia alla morte; ed è cosí leggero!… Feliciana pareva, sí, dormire; invece ascoltava, con l'orecchio rimasto fine come la vista….","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","ed una sera tremò dentro, udendo queste parole tra figlio e nuora: — Non parlare cosí. Non sai quel che dici. Infine è mia madre, mi ha allevato, ha allevato Tittí.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non posso cacciarla via. — E chi ti dice di cacciarla via? Se la pigli Francesco.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","È il primogenito, insomma. A novanta, a cento anni, colei sarà ancóra viva. Tu lo vedi, qui non abbiamo piú posto: Tittí ha bisogno della camera per impiantarvi il suo piccolo laboratorio di ricamatrice in oro: i bambini dormono in un bugigattolo: allargarsi non si può.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Tocca a Francesco: ci pensi lui!… — Francesco ha anch'esso due figli che non guadagnano l'acqua che bevono, per ora. Anch'esso, nella sua casa, litiga con lo spazio. Povera mamma!","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Abbiamo pietà… sarà per poco!… — Per poco? per poco, tu dici? Saluterà il centenario, quella donna di bronzo.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","E come mangia! e come gode di vivere! La voce malvagia, rompendosi in uno stridulo riso isterico, feriva il cuore di Feliciana, con punte acutissime d'aghi.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Bisognava dunque morir per forza, perché non c'era piú posto per lei? E con qual coraggio la nuora aveva potuto affermare che ella godeva di vivere? Non viveva, ecco, e non moriva.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Era una sopravvissuta. La provvidenza dovrebbe, in tempo, concedere la buona morte ai vecchi poveri: concedergliela in premio, a lavoro finito, quando le energie di resistenza sono esauste, e i figli si sono già messi in cammino. Trangugiò in silenzio il tossico della nuova umiliazione: chiese ella stessa, piú tardi, il favore d'essere ricondotta alla casa di Francesco.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Rivide la grande città manifatturiera, e risalí, sorretta dai due figliuoli ormai canuti alle tempie, le ripide scale troppo pesanti al suo fiato; e tornò a rifarsi il lettuccio nell'angolo della stretta cucina dal puzzo d'acquaio. Gli occhi gelidi di Teresella le dissero senza reticenze quanto la sua misera persona quasi distrutta le fosse di peso. Le cognate, che si odiavano, se l'eran scaricata a vicenda sulle spalle: gli uomini, deboli, nel dominio della moglie, tacevano e tolleravano; ed ella non viveva e non moriva.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","La lotta per lo spazio e per il pane tendeva il nerbo d'ogni discorso, d'ogni gesto, in quell'angusto appartamento senza sole. Giornali socialisti, dal titolo e dai caratteri di fiamma, vi entravano, fra le mani dei robusti adolescenti e dei loro compagni di laboratorio e di lega. La sera, intorno alla tavola, sotto il giallo becco del gas, per bocca loro, con frasi balzanti e frementi, si ricomponeva la società secondo un magnifico assetto ideale.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Tutti ricchi ad un modo! Tutti lavoratori. E un pugno di terra in ogni bocca inutile.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Feliciana, dimenticata in un angolo, colla fronte di marmo giallognolo china sul petto, ascoltava, in silenzio, avvilita. Anche la sua era una bocca inutile. Era tempo di chiuderla con un pugno di terra, con due, tre, cento palate di terra, l'una sopra l'altra.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","E venne, la morte. Tanto la chiamò che venne, una sera in cui, dormendo cogli occhi, ma non cogli orecchi, aveva udito figli e nipoti discorrere d'un ospizio di cronici dove l'avrebbero presto collocata, grazie all'alta protezione del principale di Francesco. Cambiare ancóra, ridiscender le scale, dormire in un letto di carità, vivere fra suore dalla tonaca grigia, diventare una mendicante numerizzata… No, no.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","– Tanto pregò la morte, che la morte venne. E se la portò via quietamente, a due ore di notte, senza un sussulto, nella visione d'un geranio scarlatto fiorito sul davanzale d'una finestra solatia. All'alba, dinanzi al cadavere già stecchito nel lettuccio in cucina, il senso della liberazione fu nei familiari cosí pronto ed intenso, che parve dolore; e ne assunse le forme piú rumorose e commosse.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Giunse Leonardo con la moglie e la nidiata. Le due cognate vegliarono tutta una notte la morta, ubriacandosi di caffè; ma la morta non le vide, era già lontanissima. Il funerale riuscí magnifico, tanto piú ch'era di domenica: gran numero d'operai, camerati di Francesco, lo seguiva, con viso di circostanza, feltro nero e cravatta rossa.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Uno di loro tenne, al cimitero, dinanzi alla cassa, un discorso: un discorso eloquente, pieno di paroloni terminanti in a, che strappò molte lagrime, e per poco non fu applaudito da tutti i presenti. E la cassa, cosí piccina, cosí leggera che un bimbo l'avrebbe potuta portare, fu calata nella fossa e ben ricoperta con la buona terra umida e fresca, che non rimprovera il loro sonno ai morti. E Feliciana trovò finalmente il posto dove solo possono riposare i vecchi poveri, quando i figli si sono messi in cammino, il lavoro è compiuto e le forze non reggono piú.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","NELLA NEBBIA Raimonda alzò il bavero del soprabito, attillato come una fascia sul suo bel corpo, di serpentina flessuosità: avvolse intorno al bavero il boa di pelliccia fino all'altezza del naso, ficcò le mani nel manicotto, e via a capo basso, fra la nebbia. Cosí densa, cosí opaca era la nebbia, che si sarebbe potuta tagliar col coltello. Penetrava nella bocca e nelle narici, mozzava il respiro, dava il senso dell'asfissia.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Vie e case scomparivano, dissolte nell'impalpabile massa dei vapori. Atmosfera di sogno. Ma un sogno sinistro, pieno d'agguati.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Si doveva aprirsi il varco a guisa di nuotatori nell'acqua, respingendo la potenza d'un elemento. Le carrozze, rarissime, avanzavano adagio, passo passo, ombre vaghe e difformi nel grigio, scampanellando dalle sonagliere dei cavalli. La coltre spessa e morbida tappava ogni fessura, attutiva ogni rumore, mascherava ogni fisionomia.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Di questo, sovra tutto, era felice Raimonda, che camminava sicura, conoscendo cosí bene la sua via quotidiana dall'ufficio alla casa, che i piedi gliel'avrebbero potuta far da sé senza l'aiuto degli occhi. Raimonda aveva la parte destra del viso orribilmente sfregiata. A dieci anni, una mala caduta sulla brace rovente del caminetto l'aveva ridotta cosí.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Per ironia della sorte era cresciuta agile e bellissima di corpo, calda di sangue, chiara nell'animo, pronta nei sensi, certo creata per un destino d'amore, se l'atroce mezza maschera raggrinzita, paonazza, costringendo anche la bocca a una smorfia grottesca nel riso, non l'avesse deturpata senza rimedio. Dinanzi all'apparente gaiezza di lei, d'una esuberanza a tratti eccessiva, parenti ed amici pensavano: «Per fortuna è indifferente alla sua disgrazia. Per il mostro non esiste la propria mostruosità.» S'ingannavano.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non forse la madre, alla quale il senso materno dava pupille piú penetranti; ma, debole e incerta creatura, tentava, illudendosi, di sopire dentro di sé vergogna, dolore, rimorso. La verità era questa: tolte le obliose ore del sonno, non un minuto della vita di Raimonda era trascorso senza che nel camminare, nel parlare, nel ridere, durante le piú gravi e le piú semplici occupazioni, sola o fra molti, ella non si fosse veduta nell'inesorabilità della sua laidezza, con quei terribili occhi in dentro, che non ingannano mai. Perciò, nella propria camera, non teneva specchi.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Perciò, portava feltri e cuffiette di paglia d'un'estrema semplicità, che si potessero calcar sul capo alla brava, senza aiuto di spilloni; e vi avvolgeva intorno larghe e fitte velette, a fiorami, le quali purtroppo non riuscivano a nascondere del tutto il segno del fuoco. Talvolta, a notte alta, un incubo angoscioso la svegliava di soprassalto, col batticuore; ed ella sbarrava nel buio gli occhi ancor ciechi di sonno e, súbito, nell'ostinata memoria dei sensi, le si scolpiva la visione del proprio volto, e pensava, con terrore, che l'ombra sarebbe svanita con la notte, la luce avrebbe fatto ritorno, e con essa gli sguardi pietosi o ironici o stupiti o sfuggenti, sulla sua deformità. Vi sono tragedie che afferrano una creatura in piena bellezza, in piena felicità, in piena azione; e l'incalzano e la premono come volessero proprio ucciderla: poi la lasciano, a terra, inerte, uno straccio, ma libera: ed ella a poco a poco si riconosce, si ritrova intatta, riprende a vivere, a gioir delle forze naturali, a respirare energia e speranza, quasi che nulla fosse avvenuto.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Vi è, invece, la tragedia muta, sorda, costante, fissa, che ha l'inesorabilità d'un cancro. Non v'è scampo contro di essa. In tale stato viveva Raimonda.","NO"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non lasciava, tuttavia, trasparire agli uomini se non ciò ch'era impossibile nascondere: il marchio del viso. Ella si sentiva isolata. Fra il suo fluido e il fluido altrui s'interponeva un divieto.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Quel divieto la disonorava come una condanna. Dai dodici ai sedici anni, alle scuole tecniche, nei gruppi delle compagne non aveva udito che bisbigliare d'amore. Pareva che in tutte quelle fanciulle destinate a guadagnarsi la vita fra l'odor di muffa dei magazzini o l'odor d'inchiostro degli uffici, in tutte quelle adolescenze verdastre ed asprigne come i frutti acerbi, non germinasse che il desiderio dell'amore.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Aritmetica, disegno, fisica, grammatica, non sembravano in realtà che pretesti inventati dalla dura esistenza e dalla volontà dei parenti, per ingannare, per strozzare in boccio l'istinto atavico in quelle piccole future femmine, che già davano furtivamente un nome ed un corpo al loro bisogno d'amare e di sentirsi amate. Piú tardi, nel laboratorio di macchine e strumenti fotografici, dove Raimonda era entrata quale dattilografa, ella, intorno a sé, fra i compagni di lavoro, non aveva veduto che amore, illusione d'amore, menzogna d'amore. Le commesse, eleganti in abiti tagliati sull'ultimo figurino negli scampoli da trenta soldi al metro, colle trecce serrate intorno alle tempie secondo la moda, con tacchi altissimi, con ciglia e pàlpebre offese dal bistro, civettavano, nervose, coi giovanotti dello studio; e trovavano alla porta, la sera, l'amico pronto per accompagnarle.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Le varie correnti si urtavano, sprizzavano scintille nell'urto, creando per Raimonda un'irrespirabile atmosfera. La sua povera giovinezza era tagliata fuori da quelle vibrazioni di gioia. Per lei non poteva sussistere la legge naturale dell'esistenza.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Lo sapeva. E vi pareva rassegnata; ma, in fondo, avvilimento, desiderio insoddisfatto, rancore, le si aggrovigliavano dentro come un viluppo di serpi. Era giunta a desiderare d'essere cieca, quasi la cecità personale riuscisse a nasconderla agli occhi altrui: simile in questo al bambino che, celandosi il volto col braccio alzato ad arco, crede di essersi reso invisibile alla madre.","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Era giunta a non trovarsi bene che nell'ombra; e sempre avrebbe voluto muoversi fra la densa bruma che l'avvolgeva quella sera di novembre: dandole un senso inatteso e mordente di agilità, di libertà, di sicurezza. Un fanale a gas, d'un fosco rosso di piaga nella compagine nebbiosa, le indicava lo svolto di via Solferino in via Pontaccio. Scivolava rasente i muri, imbacuccata e felice, quando una voce maschia le susurrò alle spalle: — Signorina...","YES"
"Negri_Ada-Le_Solitarie-1917","Negri Ada","Le Solitarie","1917","Non si volse, continuò la strada, col cuore che le martellava. Nessuno, nessuno, fino a quel momento, l'aveva seguíta per via. — Signorina...","YES"
